地區,日期,排名,股票代碼,股票名稱,買入金額(RMB),賣出金額(RMB),買入及賣出金額(RMB)
港股通（深),2018-02-26,8,03993,洛陽鉬業　　　　　　　　　　　,"52,895,520","68,603,220","121,498,740"
港股通（深),2018-02-26,9,00268,金蝶國際　　　　　　　　　　　,"65,034,680","42,484,760","107,519,440"
港股通（深),2018-02-26,10,02333,長城汽車　　　　　　　　　　　,"85,755,475","19,178,475","104,933,950"
滬股通,2018-02-27,1,600519,貴州茅台　　　　,"681,423,719","295,963,599","977,387,318"
滬股通,2018-02-27,2,601318,中國平安　　　　,"483,835,505","133,028,925","616,864,430"
滬股通,2018-02-27,3,601888,中國國旅　　　　,"58,662,144","264,027,967","322,690,111"
滬股通,2018-02-27,4,600036,招商銀行　　　　,"242,092,550","58,080,747","300,173,297"
滬股通,2018-02-27,5,601166,興業銀行　　　　,"129,535,783","154,722,660","284,258,443"
滬股通,2018-02-27,6,600019,寶鋼股份　　　　,"143,729,934","130,344,561","274,074,495"
滬股通,2018-02-27,7,600887,伊利股份　　　　,"154,114,792","109,356,373","263,471,165"
滬股通,2018-02-27,8,601398,工商銀行　　　　,"139,627,822","115,172,165","254,799,987"
滬股通,2018-02-27,9,600406,國電南瑞　　　　,"130,331,894","119,587,357","249,919,251"
滬股通,2018-02-27,10,600690,青島海爾　　　　,"147,700,151","76,548,035","224,248,186"
港股通（滬),2018-02-27,1,00700,騰訊控股　　　　　　　　　　　,"234,161,100","677,528,940","911,690,040"
港股通（滬),2018-02-27,2,01398,工商銀行　　　　　　　　　　　,"73,954,460","597,693,044","671,647,504"
港股通（滬),2018-02-27,3,03988,中國銀行　　　　　　　　　　　,"89,493,470","461,404,490","550,897,960"
港股通（滬),2018-02-27,4,01088,中國神華　　　　　　　　　　　,"69,103,175","405,328,000","474,431,175"
港股通（滬),2018-02-27,5,02018,瑞聲科技　　　　　　　　　　　,"156,012,550","304,648,600","460,661,150"
港股通（滬),2018-02-27,6,00998,中信銀行　　　　　　　　　　　,"19,134,010","386,078,400","405,212,410"
港股通（滬),2018-02-27,7,00939,建設銀行　　　　　　　　　　　,"64,251,350","329,316,250","393,567,600"
港股通（滬),2018-02-27,8,01288,農業銀行　　　　　　　　　　　,"79,165,380","308,764,720","387,930,100"
港股通（滬),2018-02-27,9,01918,融創中國　　　　　　　　　　　,"201,703,000","162,319,350","364,022,350"
港股通（滬),2018-02-27,10,02238,廣汽集團　　　　　　　　　　　,"60,204,440","200,121,830","260,326,270"
深股通,2018-02-27,1,2415,海康威視　　　　,"587,426,506","375,906,103","963,332,609"
深股通,2018-02-27,2,651,格力電器　　　　,"253,180,735","417,767,256","670,947,991"
深股通,2018-02-27,3,333,美的集團　　　　,"317,430,639","226,947,106","544,377,745"
深股通,2018-02-27,4,858,五糧液　　　　　,"223,335,603","213,229,046","436,564,649"
深股通,2018-02-27,5,2008,大族激光　　　　,"226,117,085","33,909,442","260,026,527"
深股通,2018-02-27,6,2,萬科Ａ　　　　　,"170,526,928","81,462,878","251,989,806"
深股通,2018-02-27,7,725,京東方Ａ　　　　,"105,145,971","64,115,942","169,261,913"
深股通,2018-02-27,8,2027,分眾傳媒　　　　,"68,898,367","69,600,079","138,498,446"
深股通,2018-02-27,9,1,平安銀行　　　　,"75,221,627","62,586,919","137,808,546"
深股通,2018-02-27,10,300017,網宿科技　　　　,"75,233,504","62,062,976","137,296,480"
港股通（深),2018-02-27,1,00700,騰訊控股　　　　　　　　　　　,"79,281,900","408,026,380","487,308,280"
港股通（深),2018-02-27,2,01055,中國南方航空股份　　　　　　　,"101,701,280","136,401,520","238,102,800"
港股通（深),2018-02-27,3,01548,金斯瑞生物科技　　　　　　　　,"98,905,300","85,838,900","184,744,200"
港股通（深),2018-02-27,4,01918,融創中國　　　　　　　　　　　,"91,230,650","74,411,850","165,642,500"
港股通（深),2018-02-27,5,02601,中國太保　　　　　　　　　　　,"87,395,470","77,503,690","164,899,160"
港股通（深),2018-02-27,6,01030,新城發展控股　　　　　　　　　,"26,514,740","133,620,760","160,135,500"
港股通（深),2018-02-27,7,02689,玖龍紙業　　　　　　　　　　　,"135,611,720","14,638,020","150,249,740"
港股通（深),2018-02-27,8,02318,中國平安　　　　　　　　　　　,"13,414,975","130,954,375","144,369,350"
港股通（深),2018-02-27,9,01398,工商銀行　　　　　　　　　　　,"7,939,250","135,271,460","143,210,710"
港股通（深),2018-02-27,10,00388,香港交易所　　　　　　　　　　,"26,764,780","102,318,260","129,083,040"
滬股通,2018-02-28,1,600519,貴州茅台　　　　,"291,100,803","338,620,709","629,721,512"
滬股通,2018-02-28,2,601318,中國平安　　　　,"236,358,893","236,925,300","473,284,193"
滬股通,2018-02-28,3,600887,伊利股份　　　　,"153,889,386","227,751,019","381,640,405"
滬股通,2018-02-28,4,600030,中信證券　　　　,"141,562,055","185,069,071","326,631,126"
滬股通,2018-02-28,5,600406,國電南瑞　　　　,"109,066,186","105,110,469","214,176,655"
滬股通,2018-02-28,6,600036,招商銀行　　　　,"91,440,601","122,647,159","214,087,760"
滬股通,2018-02-28,7,601398,工商銀行　　　　,"50,531,942","128,518,231","179,050,173"
滬股通,2018-02-28,8,601288,農業銀行　　　　,"62,844,524","89,851,266","152,695,790"
滬股通,2018-02-28,9,600019,寶鋼股份　　　　,"68,830,869","82,508,080","151,338,949"
滬股通,2018-02-28,10,600016,民生銀行　　　　,"64,142,780","73,118,739","137,261,519"
港股通（滬),2018-02-28,1,00700,騰訊控股　　　　　　　　　　　,"405,317,880","521,266,040","926,583,920"
港股通（滬),2018-02-28,2,00939,建設銀行　　　　　　　　　　　,"73,560,510","404,731,450","478,291,960"
港股通（滬),2018-02-28,3,01398,工商銀行　　　　　　　　　　　,"20,212,020","375,941,610","396,153,630"
港股通（滬),2018-02-28,4,03988,中國銀行　　　　　　　　　　　,"17,541,180","371,631,820","389,173,000"
港股通（滬),2018-02-28,5,00998,中信銀行　　　　　　　　　　　,"58,113,630","308,778,750","366,892,380"
港股通（滬),2018-02-28,6,01288,農業銀行　　　　　　　　　　　,"30,298,150","325,399,680","355,697,830"
港股通（滬),2018-02-28,7,00607,豐盛控股　　　　　　　　　　　,"109,540,750","220,729,650","330,270,400"
港股通（滬),2018-02-28,8,00175,吉利汽車　　　　　　　　　　　,"178,849,350","100,468,150","279,317,500"
港股通（滬),2018-02-28,9,01918,融創中國　　　　　　　　　　　,"94,982,300","113,781,700","208,764,000"
港股通（滬),2018-02-28,10,02689,玖龍紙業　　　　　　　　　　　,"131,917,600","70,086,520","202,004,120"
深股通,2018-02-28,1,333,美的集團　　　　,"412,124,845","163,807,222","575,932,067"
深股通,2018-02-28,2,651,格力電器　　　　,"239,193,926","304,609,362","543,803,288"
深股通,2018-02-28,3,2,萬科Ａ　　　　　,"174,017,852","256,553,903","430,571,755"
深股通,2018-02-28,4,858,五糧液　　　　　,"171,067,562","194,026,929","365,094,491"
深股通,2018-02-28,5,2008,大族激光　　　　,"259,793,458","47,460,111","307,253,569"
深股通,2018-02-28,6,1,平安銀行　　　　,"69,482,324","188,288,059","257,770,383"
深股通,2018-02-28,7,2304,洋河股份　　　　,"145,570,784","105,530,940","251,101,724"
深股通,2018-02-28,8,2508,老闆電器　　　　,"32,710,954","203,707,648","236,418,602"
深股通,2018-02-28,9,2415,海康威視　　　　,"107,200,698","115,361,737","222,562,435"
深股通,2018-02-28,10,2027,分眾傳媒　　　　,"81,232,594","130,981,012","212,213,606"
港股通（深),2018-02-28,1,00700,騰訊控股　　　　　　　　　　　,"228,645,960","189,891,660","418,537,620"
港股通（深),2018-02-28,2,00607,豐盛控股　　　　　　　　　　　,"264,290,750","29,374,450","293,665,200"
港股通（深),2018-02-28,3,00658,中國高速傳動　　　　　　　　　,"81,457,660","132,565,920","214,023,580"
港股通（深),2018-02-28,4,00939,建設銀行　　　　　　　　　　　,"98,707,800","68,101,700","166,809,500"
港股通（深),2018-02-28,5,01548,金斯瑞生物科技　　　　　　　　,"69,827,500","66,170,000","135,997,500"
港股通（深),2018-02-28,6,02208,金風科技　　　　　　　　　　　,"71,777,488","39,833,334","111,610,822"
港股通（深),2018-02-28,7,00763,中興通訊　　　　　　　　　　　,"63,999,230","32,387,990","96,387,220"
港股通（深),2018-02-28,8,00268,金蝶國際　　　　　　　　　　　,"61,928,540","31,393,480","93,322,020"
港股通（深),2018-02-28,9,00639,首鋼資源　　　　　　　　　　　,"42,628,000","42,903,000","85,531,000"
港股通（深),2018-02-28,10,00175,吉利汽車　　　　　　　　　　　,"55,471,850","23,848,200","79,320,050"
滬股通,2018-03-01,1,600519,貴州茅台　　　　,"368,118,991","349,560,734","717,679,725"
滬股通,2018-03-01,2,601318,中國平安　　　　,"306,942,346","232,549,733","539,492,079"
滬股通,2018-03-01,3,600887,伊利股份　　　　,"111,922,136","199,571,290","311,493,426"
滬股通,2018-03-01,4,601888,中國國旅　　　　,"131,809,071","98,038,999","229,848,070"
滬股通,2018-03-01,5,600276,恒瑞醫藥　　　　,"134,409,050","80,385,584","214,794,634"
滬股通,2018-03-01,6,600036,招商銀行　　　　,"109,344,695","104,301,667","213,646,362"
滬股通,2018-03-01,7,600048,保利地產　　　　,"100,735,264","73,780,784","174,516,048"
滬股通,2018-03-01,8,600030,中信證券　　　　,"46,834,499","115,045,392","161,879,891"
滬股通,2018-03-01,9,601166,興業銀行　　　　,"48,303,502","96,315,026","144,618,528"
滬股通,2018-03-01,10,601012,隆基股份　　　　,"79,354,943","65,039,059","144,394,002"
港股通（滬),2018-03-01,1,00700,騰訊控股　　　　　　　　　　　,"1,972,096,900","423,582,060","2,395,678,960"
港股通（滬),2018-03-01,2,01398,工商銀行　　　　　　　　　　　,"241,738,200","318,030,139","559,768,339"
港股通（滬),2018-03-01,3,01918,融創中國　　　　　　　　　　　,"267,937,400","74,672,200","342,609,600"
港股通（滬),2018-03-01,4,00388,香港交易所　　　　　　　　　　,"174,458,660","59,925,636","234,384,296"
港股通（滬),2018-03-01,5,00857,中國石油股份　　　　　　　　　,"21,542,120","160,225,340","181,767,460"
港股通（滬),2018-03-01,6,00998,中信銀行　　　　　　　　　　　,"48,979,810","116,496,080","165,475,890"
港股通（滬),2018-03-01,7,02318,中國平安　　　　　　　　　　　,"74,005,675","68,832,766","142,838,441"
港股通（滬),2018-03-01,8,00966,中國太平　　　　　　　　　　　,"23,473,890","109,276,540","132,750,430"
港股通（滬),2018-03-01,9,00522,　　　　　　　　　　　　　　　,"113,359,680","5,976,970","119,336,650"
港股通（滬),2018-03-01,10,00753,中國國航　　　　　　　　　　　,"69,485,840","48,503,320","117,989,160"
深股通,2018-03-01,1,2415,海康威視　　　　,"365,836,326","199,175,221","565,011,547"
深股通,2018-03-01,2,2508,老闆電器　　　　,"239,640,150","262,595,631","502,235,781"
深股通,2018-03-01,3,651,格力電器　　　　,"304,897,525","101,079,701","405,977,226"
深股通,2018-03-01,4,333,美的集團　　　　,"110,253,778","187,361,705","297,615,483"
深股通,2018-03-01,5,858,五糧液　　　　　,"171,073,033","122,112,350","293,185,383"
深股通,2018-03-01,6,2008,大族激光　　　　,"155,203,465","42,570,256","197,773,721"
深股通,2018-03-01,7,2236,大華股份　　　　,"109,351,177","79,676,445","189,027,622"
深股通,2018-03-01,8,725,京東方Ａ　　　　,"75,845,783","82,343,970","158,189,753"
深股通,2018-03-01,9,1,平安銀行　　　　,"66,615,165","80,717,945","147,333,110"
深股通,2018-03-01,10,2304,洋河股份　　　　,"90,842,755","54,650,555","145,493,310"
港股通（深),2018-03-01,1,00700,騰訊控股　　　　　　　　　　　,"531,274,260","140,432,060","671,706,320"
港股通（深),2018-03-01,2,01548,金斯瑞生物科技　　　　　　　　,"110,377,700","73,533,600","183,911,300"
港股通（深),2018-03-01,3,02208,金風科技　　　　　　　　　　　,"102,450,308","24,199,408","126,649,716"
港股通（深),2018-03-01,4,00268,金蝶國際　　　　　　　　　　　,"111,637,940","6,686,240","118,324,180"
港股通（深),2018-03-01,5,01918,融創中國　　　　　　　　　　　,"78,295,500","33,447,400","111,742,900"
港股通（深),2018-03-01,6,00799,　　　　　　　　　　　　　　　,"58,038,370","46,276,180","104,314,550"
港股通（深),2018-03-01,7,00175,吉利汽車　　　　　　　　　　　,"71,327,750","20,822,600","92,150,350"
港股通（深),2018-03-01,8,00763,中興通訊　　　　　　　　　　　,"55,433,080","18,803,230","74,236,310"
港股通（深),2018-03-01,9,02601,中國太保　　　　　　　　　　　,"66,953,160","4,782,520","71,735,680"
港股通（深),2018-03-01,10,00966,中國太平　　　　　　　　　　　,"45,009,060","26,417,230","71,426,290"
滬股通,2018-03-02,1,601318,中國平安　　　　,"232,396,139","313,851,199","546,247,338"
滬股通,2018-03-02,2,600519,貴州茅台　　　　,"152,189,573","193,183,390","345,372,963"
滬股通,2018-03-02,3,600887,伊利股份　　　　,"92,176,724","174,796,340","266,973,064"
滬股通,2018-03-02,4,600009,上海機場　　　　,"200,062,531","64,248,685","264,311,216"
滬股通,2018-03-02,5,600019,寶鋼股份　　　　,"89,410,953","148,610,689","238,021,642"
滬股通,2018-03-02,6,601888,中國國旅　　　　,"90,614,582","122,189,532","212,804,114"
滬股通,2018-03-02,7,601939,建設銀行　　　　,"122,773,413","80,638,316","203,411,729"
滬股通,2018-03-02,8,600048,保利地產　　　　,"60,030,485","123,381,260","183,411,745"
滬股通,2018-03-02,9,600036,招商銀行　　　　,"56,259,981","110,331,195","166,591,176"
滬股通,2018-03-02,10,600585,海螺水泥　　　　,"76,752,774","74,676,482","151,429,256"
港股通（滬),2018-03-02,1,00700,騰訊控股　　　　　　　　　　　,"1,060,251,460","383,654,440","1,443,905,900"
港股通（滬),2018-03-02,2,00939,建設銀行　　　　　　　　　　　,"79,489,660","588,927,010","668,416,670"
港股通（滬),2018-03-02,3,03988,中國銀行　　　　　　　　　　　,"27,245,150","270,665,440","297,910,590"
港股通（滬),2018-03-02,4,01171,兗州煤業股份　　　　　　　　　,"110,653,920","93,038,160","203,692,080"
港股通（滬),2018-03-02,5,03968,招商銀行　　　　　　　　　　　,"160,650,650","40,109,725","200,760,375"
港股通（滬),2018-03-02,6,01918,融創中國　　　　　　　　　　　,"65,498,500","102,500,300","167,998,800"
港股通（滬),2018-03-02,7,02318,中國平安　　　　　　　　　　　,"48,342,625","108,399,700","156,742,325"
港股通（滬),2018-03-02,8,00291,華潤啤酒　　　　　　　　　　　,"140,680,900","10,198,400","150,879,300"
港股通（滬),2018-03-02,9,03888,金山軟件　　　　　　　　　　　,"106,187,900","41,616,000","147,803,900"
港股通（滬),2018-03-02,10,02601,中國太保　　　　　　　　　　　,"78,939,450","63,980,560","142,920,010"
深股通,2018-03-02,1,651,格力電器　　　　,"520,519,742","133,548,534","654,068,276"
深股通,2018-03-02,2,333,美的集團　　　　,"130,441,905","372,983,073","503,424,978"
深股通,2018-03-02,3,858,五糧液　　　　　,"181,277,262","311,216,552","492,493,814"
深股通,2018-03-02,4,2415,海康威視　　　　,"193,741,961","198,140,890","391,882,851"
深股通,2018-03-02,5,2236,大華股份　　　　,"139,910,094","100,147,605","240,057,699"
深股通,2018-03-02,6,2,萬科Ａ　　　　　,"66,312,498","80,472,094","146,784,592"
深股通,2018-03-02,7,2508,老闆電器　　　　,"61,383,083","61,461,077","122,844,160"
深股通,2018-03-02,8,2304,洋河股份　　　　,"72,246,826","44,982,901","117,229,727"
深股通,2018-03-02,9,2440,閏土股份　　　　,"81,909,837","28,303,000","110,212,837"
深股通,2018-03-02,10,725,京東方Ａ　　　　,"32,987,693","72,736,521","105,724,214"
港股通（深),2018-03-02,1,00700,騰訊控股　　　　　　　　　　　,"178,730,640","131,138,940","309,869,580"
港股通（深),2018-03-02,2,01548,金斯瑞生物科技　　　　　　　　,"78,798,100","46,307,000","125,105,100"
港股通（深),2018-03-02,3,02318,中國平安　　　　　　　　　　　,"89,749,475","20,585,450","110,334,925"
港股通（深),2018-03-02,4,00998,中信銀行　　　　　　　　　　　,"42,673,790","59,285,430","101,959,220"
港股通（深),2018-03-02,5,00868,信義玻璃　　　　　　　　　　　,"55,863,440","40,262,800","96,126,240"
港股通（深),2018-03-02,6,00939,建設銀行　　　　　　　　　　　,"38,626,800","50,477,120","89,103,920"
港股通（深),2018-03-02,7,01171,兗州煤業股份　　　　　　　　　,"50,250,960","33,667,040","83,918,000"
港股通（深),2018-03-02,8,03888,金山軟件　　　　　　　　　　　,"73,097,650","6,971,200","80,068,850"
港股通（深),2018-03-02,9,02202,萬科企業　　　　　　　　　　　,"43,357,760","34,994,645","78,352,405"
港股通（深),2018-03-02,10,01918,融創中國　　　　　　　　　　　,"42,636,550","25,548,950","68,185,500"
滬股通,2018-03-05,1,601318,中國平安　　　　,"195,599,353","342,329,254","537,928,607"
滬股通,2018-03-05,2,600519,貴州茅台　　　　,"331,430,813","176,998,910","508,429,723"
滬股通,2018-03-05,3,600887,伊利股份　　　　,"99,191,383","133,402,628","232,594,011"
滬股通,2018-03-05,4,600019,寶鋼股份　　　　,"106,379,915","123,498,462","229,878,377"
滬股通,2018-03-05,5,600036,招商銀行　　　　,"66,006,248","127,064,509","193,070,757"
滬股通,2018-03-05,6,600048,保利地產　　　　,"78,354,438","111,703,946","190,058,384"
滬股通,2018-03-05,7,600276,恒瑞醫藥　　　　,"67,635,843","88,564,811","156,200,654"
滬股通,2018-03-05,8,601398,工商銀行　　　　,"43,368,446","108,380,795","151,749,241"
滬股通,2018-03-05,9,600690,青島海爾　　　　,"19,601,113","125,567,284","145,168,397"
滬股通,2018-03-05,10,601288,農業銀行　　　　,"30,734,044","110,783,441","141,517,485"
港股通（滬),2018-03-05,1,00700,騰訊控股　　　　　　　　　　　,"375,565,760","447,769,260","823,335,020"
港股通（滬),2018-03-05,2,01398,工商銀行　　　　　　　　　　　,"198,244,230","571,319,300","769,563,530"
港股通（滬),2018-03-05,3,00939,建設銀行　　　　　　　　　　　,"234,210,130","464,764,980","698,975,110"
港股通（滬),2018-03-05,4,01288,農業銀行　　　　　　　　　　　,"35,819,500","393,460,080","429,279,580"
港股通（滬),2018-03-05,5,00388,香港交易所　　　　　　　　　　,"237,366,480","104,306,260","341,672,740"
港股通（滬),2018-03-05,6,01918,融創中國　　　　　　　　　　　,"144,180,150","99,793,100","243,973,250"
港股通（滬),2018-03-05,7,01171,兗州煤業股份　　　　　　　　　,"55,503,160","177,042,280","232,545,440"
港股通（滬),2018-03-05,8,02018,瑞聲科技　　　　　　　　　　　,"147,612,200","32,042,150","179,654,350"
港股通（滬),2018-03-05,9,03968,招商銀行　　　　　　　　　　　,"130,401,925","36,364,150","166,766,075"
港股通（滬),2018-03-05,10,01378,中國宏橋　　　　　　　　　　　,"102,634,235","30,060,335","132,694,570"
深股通,2018-03-05,1,651,格力電器　　　　,"170,692,278","266,232,567","436,924,845"
深股通,2018-03-05,2,333,美的集團　　　　,"173,089,103","143,732,518","316,821,621"
深股通,2018-03-05,3,2415,海康威視　　　　,"182,197,251","133,362,674","315,559,925"
深股通,2018-03-05,4,858,五糧液　　　　　,"160,261,910","149,013,318","309,275,228"
深股通,2018-03-05,5,2,萬科Ａ　　　　　,"65,377,121","167,521,783","232,898,904"
深股通,2018-03-05,6,2236,大華股份　　　　,"75,673,883","41,036,418","116,710,301"
深股通,2018-03-05,7,2027,分眾傳媒　　　　,"59,106,245","53,667,933","112,774,178"
深股通,2018-03-05,8,2594,比亞迪　　　　　,"27,373,785","85,277,881","112,651,666"
深股通,2018-03-05,9,2440,閏土股份　　　　,"103,678,053","8,291,710","111,969,763"
深股通,2018-03-05,10,300017,網宿科技　　　　,"56,743,376","51,948,490","108,691,866"
港股通（深),2018-03-05,1,00700,騰訊控股　　　　　　　　　　　,"230,298,500","267,485,680","497,784,180"
港股通（深),2018-03-05,2,01548,金斯瑞生物科技　　　　　　　　,"115,399,600","74,479,200","189,878,800"
港股通（深),2018-03-05,3,01918,融創中國　　　　　　　　　　　,"73,041,100","52,766,550","125,807,650"
港股通（深),2018-03-05,4,02601,中國太保　　　　　　　　　　　,"31,775,650","89,949,770","121,725,420"
港股通（深),2018-03-05,5,00763,中興通訊　　　　　　　　　　　,"77,718,570","43,773,460","121,492,030"
港股通（深),2018-03-05,6,00388,香港交易所　　　　　　　　　　,"46,348,260","68,642,820","114,991,080"
港股通（深),2018-03-05,7,02318,中國平安　　　　　　　　　　　,"59,811,550","51,739,850","111,551,400"
港股通（深),2018-03-05,8,03993,洛陽鉬業　　　　　　　　　　　,"67,902,630","33,676,950","101,579,580"
港股通（深),2018-03-05,9,00839,中教控股　　　　　　　　　　　,"97,686,050","290,560","97,976,610"
港股通（深),2018-03-05,10,00939,建設銀行　　　　　　　　　　　,"78,621,070","18,814,410","97,435,480"
滬股通,2018-03-06,1,600519,貴州茅台　　　　,"447,359,657","399,544,239","846,903,896"
滬股通,2018-03-06,2,600887,伊利股份　　　　,"141,357,150","293,706,198","435,063,348"
滬股通,2018-03-06,3,601318,中國平安　　　　,"219,301,961","198,770,322","418,072,283"
滬股通,2018-03-06,4,600048,保利地產　　　　,"134,321,121","171,364,051","305,685,172"
滬股通,2018-03-06,5,601888,中國國旅　　　　,"178,861,041","119,960,051","298,821,092"
滬股通,2018-03-06,6,600036,招商銀行　　　　,"141,006,837","86,370,533","227,377,370"
滬股通,2018-03-06,7,600276,恒瑞醫藥　　　　,"146,326,990","77,104,210","223,431,200"
滬股通,2018-03-06,8,601288,農業銀行　　　　,"156,174,286","46,164,357","202,338,643"
滬股通,2018-03-06,9,601939,建設銀行　　　　,"74,224,600","120,276,315","194,500,915"
滬股通,2018-03-06,10,601398,工商銀行　　　　,"162,783,835","28,240,529","191,024,364"
港股通（滬),2018-03-06,1,00700,騰訊控股　　　　　　　　　　　,"602,100,340","302,176,000","904,276,340"
港股通（滬),2018-03-06,2,00939,建設銀行　　　　　　　　　　　,"183,604,060","254,847,640","438,451,700"
港股通（滬),2018-03-06,3,02318,中國平安　　　　　　　　　　　,"227,490,875","157,022,250","384,513,125"
港股通（滬),2018-03-06,4,01398,工商銀行　　　　　　　　　　　,"136,295,260","228,914,760","365,210,020"
港股通（滬),2018-03-06,5,01918,融創中國　　　　　　　　　　　,"146,018,800","171,997,150","318,015,950"
港股通（滬),2018-03-06,6,01288,農業銀行　　　　　　　　　　　,"80,612,940","228,540,450","309,153,390"
港股通（滬),2018-03-06,7,02018,瑞聲科技　　　　　　　　　　　,"182,833,500","98,666,850","281,500,350"
港股通（滬),2018-03-06,8,00388,香港交易所　　　　　　　　　　,"73,980,780","195,880,820","269,861,600"
港股通（滬),2018-03-06,9,00005,匯豐控股　　　　　　　　　　　,"5,211,620","199,412,540","204,624,160"
港股通（滬),2018-03-06,10,00175,吉利汽車　　　　　　　　　　　,"147,799,350","54,692,800","202,492,150"
深股通,2018-03-06,1,858,五糧液　　　　　,"237,713,761","169,004,183","406,717,944"
深股通,2018-03-06,2,651,格力電器　　　　,"223,124,565","131,968,646","355,093,211"
深股通,2018-03-06,3,2,萬科Ａ　　　　　,"163,839,527","121,612,959","285,452,486"
深股通,2018-03-06,4,2508,老闆電器　　　　,"28,060,870","243,247,279","271,308,149"
深股通,2018-03-06,5,333,美的集團　　　　,"139,796,185","119,198,836","258,995,021"
深股通,2018-03-06,6,725,京東方Ａ　　　　,"149,149,142","57,452,996","206,602,138"
深股通,2018-03-06,7,2008,大族激光　　　　,"120,762,159","84,120,886","204,883,045"
深股通,2018-03-06,8,2304,洋河股份　　　　,"104,149,486","80,821,478","184,970,964"
深股通,2018-03-06,9,1,平安銀行　　　　,"97,144,689","76,378,084","173,522,773"
深股通,2018-03-06,10,2415,海康威視　　　　,"92,259,424","75,286,138","167,545,562"
港股通（深),2018-03-06,1,00700,騰訊控股　　　　　　　　　　　,"691,117,540","207,990,640","899,108,180"
港股通（深),2018-03-06,2,01211,比亞迪股份　　　　　　　　　　,"174,656,975","21,795,450","196,452,425"
港股通（深),2018-03-06,3,01548,金斯瑞生物科技　　　　　　　　,"104,914,900","80,754,100","185,669,000"
港股通（深),2018-03-06,4,01398,工商銀行　　　　　　　　　　　,"116,354,480","67,019,560","183,374,040"
港股通（深),2018-03-06,5,02601,中國太保　　　　　　　　　　　,"137,691,710","7,512,960","145,204,670"
港股通（深),2018-03-06,6,00763,中興通訊　　　　　　　　　　　,"85,285,490","58,694,080","143,979,570"
港股通（深),2018-03-06,7,02007,碧桂園　　　　　　　　　　　　,"108,647,980","9,646,180","118,294,160"
港股通（深),2018-03-06,8,01918,融創中國　　　　　　　　　　　,"69,944,800","46,358,950","116,303,750"
港股通（深),2018-03-06,9,02318,中國平安　　　　　　　　　　　,"68,281,775","46,427,250","114,709,025"
港股通（深),2018-03-06,10,00939,建設銀行　　　　　　　　　　　,"59,440,150","36,609,590","96,049,740"
滬股通,2018-03-07,1,601318,中國平安　　　　,"87,510,205","580,651,023","668,161,228"
滬股通,2018-03-07,2,600519,貴州茅台　　　　,"280,677,936","217,402,659","498,080,595"
滬股通,2018-03-07,3,600887,伊利股份　　　　,"108,541,688","367,840,320","476,382,008"
滬股通,2018-03-07,4,601398,工商銀行　　　　,"298,426,361","119,749,129","418,175,490"
滬股通,2018-03-07,5,600036,招商銀行　　　　,"190,181,416","179,975,680","370,157,096"
滬股通,2018-03-07,6,601288,農業銀行　　　　,"166,610,852","138,677,426","305,288,278"
滬股通,2018-03-07,7,601166,興業銀行　　　　,"72,935,828","138,389,101","211,324,929"
滬股通,2018-03-07,8,601888,中國國旅　　　　,"122,328,850","77,283,073","199,611,923"
滬股通,2018-03-07,9,600009,上海機場　　　　,"65,696,972","97,624,665","163,321,637"
滬股通,2018-03-07,10,600276,恒瑞醫藥　　　　,"91,519,294","68,674,146","160,193,440"
港股通（滬),2018-03-07,1,00700,騰訊控股　　　　　　　　　　　,"379,243,380","171,070,260","550,313,640"
港股通（滬),2018-03-07,2,01918,融創中國　　　　　　　　　　　,"175,705,250","227,648,900","403,354,150"
港股通（滬),2018-03-07,3,00939,建設銀行　　　　　　　　　　　,"147,928,200","206,957,700","354,885,900"
港股通（滬),2018-03-07,4,00175,吉利汽車　　　　　　　　　　　,"262,099,200","45,912,700","308,011,900"
港股通（滬),2018-03-07,5,00388,香港交易所　　　　　　　　　　,"116,900,200","163,147,760","280,047,960"
港股通（滬),2018-03-07,6,03988,中國銀行　　　　　　　　　　　,"93,771,530","176,376,960","270,148,490"
港股通（滬),2018-03-07,7,01398,工商銀行　　　　　　　　　　　,"118,069,350","125,137,790","243,207,140"
港股通（滬),2018-03-07,8,01288,農業銀行　　　　　　　　　　　,"23,662,240","169,899,850","193,562,090"
港股通（滬),2018-03-07,9,01055,中國南方航空股份　　　　　　　,"88,733,940","94,713,200","183,447,140"
港股通（滬),2018-03-07,10,01088,中國神華　　　　　　　　　　　,"81,885,550","94,556,250","176,441,800"
深股通,2018-03-07,1,2415,海康威視　　　　,"195,095,854","234,636,222","429,732,076"
深股通,2018-03-07,2,651,格力電器　　　　,"183,674,317","135,685,958","319,360,275"
深股通,2018-03-07,3,858,五糧液　　　　　,"70,954,949","216,255,959","287,210,908"
深股通,2018-03-07,4,1,平安銀行　　　　,"44,366,685","228,021,564","272,388,249"
深股通,2018-03-07,5,2008,大族激光　　　　,"113,642,442","112,880,011","226,522,453"
深股通,2018-03-07,6,2304,洋河股份　　　　,"52,196,154","161,446,219","213,642,373"
深股通,2018-03-07,7,2,萬科Ａ　　　　　,"37,459,617","154,877,325","192,336,942"
深股通,2018-03-07,8,333,美的集團　　　　,"87,170,446","101,374,961","188,545,407"
深股通,2018-03-07,9,725,京東方Ａ　　　　,"73,743,936","113,612,238","187,356,174"
深股通,2018-03-07,10,2236,大華股份　　　　,"57,848,182","43,302,966","101,151,148"
