地區,日期,排名,股票代碼,股票名稱,買入金額(RMB),賣出金額(RMB),買入及賣出金額(RMB)
滬股通,2018-01-02,1,601318,中國平安　　　　,"408,816,204","123,363,268","532,179,472"
滬股通,2018-01-02,2,600519,貴州茅台　　　　,"279,013,005","188,648,335","467,661,340"
滬股通,2018-01-02,3,600036,招商銀行　　　　,"145,645,782","62,683,876","208,329,658"
滬股通,2018-01-02,4,601939,建設銀行　　　　,"155,508,496","49,776,689","205,285,185"
滬股通,2018-01-02,5,600887,伊利股份　　　　,"119,770,107","75,461,336","195,231,443"
滬股通,2018-01-02,6,600048,保利地產　　　　,"107,432,244","82,445,501","189,877,745"
滬股通,2018-01-02,7,601398,工商銀行　　　　,"114,952,634","64,681,733","179,634,367"
滬股通,2018-01-02,8,600019,寶鋼股份　　　　,"98,843,724","79,473,418","178,317,142"
滬股通,2018-01-02,9,600585,海螺水泥　　　　,"58,498,002","113,764,074","172,262,076"
滬股通,2018-01-02,10,601766,中國中車　　　　,"101,420,603","70,161,758","171,582,361"
港股通（滬),2018-01-02,1,00700,騰訊控股　　　　,"587,067,100","247,636,260","834,703,360"
港股通（滬),2018-01-02,2,00981,中芯國際　　　　,"228,253,620","546,273,660","774,527,280"
港股通（滬),2018-01-02,3,01918,融創中國　　　　,"377,265,400","377,297,150","754,562,550"
港股通（滬),2018-01-02,4,01336,新華保險　　　　,"265,976,080","374,873,060","640,849,140"
港股通（滬),2018-01-02,5,00939,建設銀行　　　　,"405,358,960","31,818,370","437,177,330"
港股通（滬),2018-01-02,6,01398,工商銀行　　　　,"213,643,650","136,595,610","350,239,260"
港股通（滬),2018-01-02,7,02007,碧桂園　　　　　,"162,539,860","161,035,400","323,575,260"
港股通（滬),2018-01-02,8,01766,中國中車　　　　,"229,803,150","82,032,296","311,835,446"
港股通（滬),2018-01-02,9,00388,香港交易所　　　,"171,231,940","133,710,660","304,942,600"
港股通（滬),2018-01-02,10,02333,長城汽車　　　　,"211,906,255","74,932,750","286,839,005"
深股通,2018-01-02,1,333,美的集團　　　　,"319,420,878","76,553,571","395,974,449"
深股通,2018-01-02,2,2050,三花智控　　　　,"346,090,059","20,924,652","367,014,711"
深股通,2018-01-02,3,858,五糧液　　　　　,"173,721,350","95,999,579","269,720,929"
深股通,2018-01-02,4,1,平安銀行　　　　,"128,965,412","131,569,798","260,535,210"
深股通,2018-01-02,5,651,格力電器　　　　,"174,266,852","70,186,172","244,453,024"
深股通,2018-01-02,6,725,京東方Ａ　　　　,"117,015,454","108,046,778","225,062,232"
深股通,2018-01-02,7,568,瀘州老窖　　　　,"190,403,274","18,309,049","208,712,323"
深股通,2018-01-02,8,2,萬科Ａ　　　　　,"133,429,121","71,733,567","205,162,688"
深股通,2018-01-02,9,2415,海康威視　　　　,"111,107,502","51,492,090","162,599,592"
深股通,2018-01-02,10,2027,分眾傳媒　　　　,"74,248,718","48,732,329","122,981,047"
港股通（深),2018-01-02,1,00700,騰訊控股　　　　,"421,989,000","176,665,840","598,654,840"
港股通（深),2018-01-02,2,01918,融創中國　　　　,"107,694,800","122,690,400","230,385,200"
港股通（深),2018-01-02,3,01548,金斯瑞生物科技　,"126,234,000","74,225,300","200,459,300"
港股通（深),2018-01-02,4,00981,中芯國際　　　　,"99,123,090","91,278,040","190,401,130"
港股通（深),2018-01-02,5,02202,萬科企業　　　　,"47,028,225","114,859,180","161,887,405"
港股通（深),2018-01-02,6,00763,中興通訊　　　　,"68,881,200","75,984,220","144,865,420"
港股通（深),2018-01-02,7,01030,新城發展控股　　,"62,828,440","77,597,500","140,425,940"
港股通（深),2018-01-02,8,02208,金風科技　　　　,"63,652,236","61,529,240","125,181,476"
港股通（深),2018-01-02,9,03883,中國奧園　　　　,"92,191,400","26,781,430","118,972,830"
港股通（深),2018-01-02,10,03900,綠城中國　　　　,"60,262,530","57,172,260","117,434,790"
滬股通,2018-01-03,1,601318,中國平安　　　　,"800,736,104","110,967,121","911,703,225"
滬股通,2018-01-03,2,600519,貴州茅台　　　　,"439,612,687","240,507,216","680,119,903"
滬股通,2018-01-03,3,600276,恒瑞醫藥　　　　,"152,176,261","235,776,088","387,952,349"
滬股通,2018-01-03,4,600887,伊利股份　　　　,"167,156,146","105,255,686","272,411,832"
滬股通,2018-01-03,5,600048,保利地產　　　　,"142,393,195","79,320,566","221,713,761"
滬股通,2018-01-03,6,600030,中信證券　　　　,"152,448,464","65,924,148","218,372,612"
滬股通,2018-01-03,7,600900,長江電力　　　　,"120,482,308","85,941,497","206,423,805"
滬股通,2018-01-03,8,600036,招商銀行　　　　,"150,726,263","52,228,192","202,954,455"
滬股通,2018-01-03,9,600547,山東黃金　　　　,"140,152,251","23,368,085","163,520,336"
滬股通,2018-01-03,10,600585,海螺水泥　　　　,"65,390,737","95,404,803","160,795,540"
港股通（滬),2018-01-03,1,00700,騰訊控股　　　　,"545,454,440","589,712,100","1,135,166,540"
港股通（滬),2018-01-03,2,01398,工商銀行　　　　,"300,369,440","224,733,310","525,102,750"
港股通（滬),2018-01-03,3,00981,中芯國際　　　　,"179,205,630","275,366,240","454,571,870"
港股通（滬),2018-01-03,4,00939,建設銀行　　　　,"203,152,730","208,993,930","412,146,660"
港股通（滬),2018-01-03,5,02318,中國平安　　　　,"74,057,725","326,993,875","401,051,600"
港股通（滬),2018-01-03,6,00388,香港交易所　　　,"211,107,440","175,563,980","386,671,420"
港股通（滬),2018-01-03,7,01918,融創中國　　　　,"178,370,650","154,942,050","333,312,700"
港股通（滬),2018-01-03,8,00688,中國海外發展　　,"142,302,800","178,805,100","321,107,900"
港股通（滬),2018-01-03,9,01336,新華保險　　　　,"209,858,640","101,769,755","311,628,395"
港股通（滬),2018-01-03,10,00753,中國國航　　　　,"128,718,400","118,942,360","247,660,760"
深股通,2018-01-03,1,651,格力電器　　　　,"629,531,237","193,324,166","822,855,403"
深股通,2018-01-03,2,2415,海康威視　　　　,"231,599,047","136,848,054","368,447,101"
深股通,2018-01-03,3,858,五糧液　　　　　,"219,676,377","118,622,790","338,299,167"
深股通,2018-01-03,4,2,萬科Ａ　　　　　,"178,787,627","107,476,940","286,264,567"
深股通,2018-01-03,5,725,京東方Ａ　　　　,"157,437,187","127,413,994","284,851,181"
深股通,2018-01-03,6,333,美的集團　　　　,"158,855,330","98,395,019","257,250,349"
深股通,2018-01-03,7,2027,分眾傳媒　　　　,"193,192,783","21,869,202","215,061,985"
深股通,2018-01-03,8,2475,立訊精密　　　　,"137,273,162","45,835,115","183,108,277"
深股通,2018-01-03,9,1,平安銀行　　　　,"112,704,664","59,708,657","172,413,321"
深股通,2018-01-03,10,2008,大族激光　　　　,"100,721,858","63,601,623","164,323,481"
港股通（深),2018-01-03,1,00700,騰訊控股　　　　,"267,810,680","548,631,960","816,442,640"
港股通（深),2018-01-03,2,01548,金斯瑞生物科技　,"261,035,200","245,620,100","506,655,300"
港股通（深),2018-01-03,3,00763,中興通訊　　　　,"91,554,130","142,733,320","234,287,450"
港股通（深),2018-01-03,4,00981,中芯國際　　　　,"113,715,220","50,460,030","164,175,250"
港股通（深),2018-01-03,5,02208,金風科技　　　　,"115,787,468","40,330,180","156,117,648"
港股通（深),2018-01-03,6,01918,融創中國　　　　,"75,065,250","49,701,350","124,766,600"
港股通（深),2018-01-03,7,01088,中國神華　　　　,"64,687,900","52,721,825","117,409,725"
港股通（深),2018-01-03,8,01398,工商銀行　　　　,"97,786,080","18,142,480","115,928,560"
港股通（深),2018-01-03,9,02382,舜宇光學科技　　,"37,924,100","75,641,800","113,565,900"
港股通（深),2018-01-03,10,02318,中國平安　　　　,"37,985,975","63,837,925","101,823,900"
滬股通,2018-01-04,1,600887,伊利股份　　　　,"926,812,967","258,257,064","1,185,070,031"
滬股通,2018-01-04,2,600519,貴州茅台　　　　,"490,882,283","426,366,066","917,248,349"
滬股通,2018-01-04,3,601318,中國平安　　　　,"692,489,031","101,818,190","794,307,221"
滬股通,2018-01-04,4,600276,恒瑞醫藥　　　　,"233,863,544","22,083,132","255,946,676"
滬股通,2018-01-04,5,600779,水井坊　　　　　,"204,065,121","4,959,677","209,024,798"
滬股通,2018-01-04,6,600585,海螺水泥　　　　,"95,708,460","107,364,901","203,073,361"
滬股通,2018-01-04,7,600028,中國石化　　　　,"85,533,197","104,540,747","190,073,944"
滬股通,2018-01-04,8,601601,中國太保　　　　,"112,242,907","72,810,916","185,053,823"
滬股通,2018-01-04,9,600048,保利地產　　　　,"105,533,122","63,203,951","168,737,073"
滬股通,2018-01-04,10,600036,招商銀行　　　　,"124,648,996","25,543,791","150,192,787"
港股通（滬),2018-01-04,1,00700,騰訊控股　　　　,"505,630,020","239,655,980","745,286,000"
港股通（滬),2018-01-04,2,01336,新華保險　　　　,"344,831,480","298,986,190","643,817,670"
港股通（滬),2018-01-04,3,00939,建設銀行　　　　,"252,267,430","131,471,720","383,739,150"
港股通（滬),2018-01-04,4,02601,中國太保　　　　,"138,667,550","242,084,540","380,752,090"
港股通（滬),2018-01-04,5,00981,中芯國際　　　　,"166,376,040","199,198,804","365,574,844"
港股通（滬),2018-01-04,6,00386,中國石油化工股份,"259,995,180","60,023,000","320,018,180"
港股通（滬),2018-01-04,7,01398,工商銀行　　　　,"217,248,290","57,521,250","274,769,540"
港股通（滬),2018-01-04,8,02318,中國平安　　　　,"70,485,700","191,276,125","261,761,825"
港股通（滬),2018-01-04,9,00388,香港交易所　　　,"257,543,980","2,165,440","259,709,420"
港股通（滬),2018-01-04,10,00966,中國太平　　　　,"163,273,920","47,344,780","210,618,700"
深股通,2018-01-04,1,333,美的集團　　　　,"558,282,269","167,456,083","725,738,352"
深股通,2018-01-04,2,651,格力電器　　　　,"517,567,647","44,560,907","562,128,554"
深股通,2018-01-04,3,2415,海康威視　　　　,"326,442,133","60,661,556","387,103,689"
深股通,2018-01-04,4,858,五糧液　　　　　,"189,281,531","181,506,113","370,787,644"
深股通,2018-01-04,5,2,萬科Ａ　　　　　,"112,181,143","68,740,982","180,922,125"
深股通,2018-01-04,6,568,瀘州老窖　　　　,"124,643,294","36,054,359","160,697,653"
深股通,2018-01-04,7,725,京東方Ａ　　　　,"74,673,893","78,072,732","152,746,625"
深股通,2018-01-04,8,2508,老闆電器　　　　,"24,502,121","125,701,045","150,203,166"
深股通,2018-01-04,9,1,平安銀行　　　　,"88,153,310","53,458,804","141,612,114"
深股通,2018-01-04,10,2304,洋河股份　　　　,"65,938,152","62,028,794","127,966,946"
港股通（深),2018-01-04,1,00700,騰訊控股　　　　,"210,726,360","191,341,720","402,068,080"
港股通（深),2018-01-04,2,01548,金斯瑞生物科技　,"221,007,500","103,363,800","324,371,300"
港股通（深),2018-01-04,3,00981,中芯國際　　　　,"84,222,740","61,038,300","145,261,040"
港股通（深),2018-01-04,4,02208,金風科技　　　　,"70,602,848","67,433,185","138,036,033"
港股通（深),2018-01-04,5,00763,中興通訊　　　　,"45,386,020","72,694,250","118,080,270"
港股通（深),2018-01-04,6,00386,中國石油化工股份,"96,253,580","12,002,800","108,256,380"
港股通（深),2018-01-04,7,03888,金山軟件　　　　,"85,211,100","18,245,300","103,456,400"
港股通（深),2018-01-04,8,01918,融創中國　　　　,"44,349,100","58,196,050","102,545,150"
港股通（深),2018-01-04,9,02202,萬科企業　　　　,"62,384,910","39,725,735","102,110,645"
港股通（深),2018-01-04,10,01336,新華保險　　　　,"47,827,595","44,926,495","92,754,090"
滬股通,2018-01-05,1,600519,貴州茅台　　　　,"201,509,111","349,223,321","550,732,432"
滬股通,2018-01-05,2,601318,中國平安　　　　,"272,825,849","222,835,564","495,661,413"
滬股通,2018-01-05,3,600048,保利地產　　　　,"124,837,334","129,703,597","254,540,931"
滬股通,2018-01-05,4,600585,海螺水泥　　　　,"71,018,135","182,336,512","253,354,647"
滬股通,2018-01-05,5,600887,伊利股份　　　　,"156,978,681","81,317,201","238,295,882"
滬股通,2018-01-05,6,600104,上汽集團　　　　,"221,467,417","14,850,360","236,317,777"
滬股通,2018-01-05,7,600028,中國石化　　　　,"83,784,530","120,443,730","204,228,260"
滬股通,2018-01-05,8,600690,青島海爾　　　　,"158,520,940","17,845,623","176,366,563"
滬股通,2018-01-05,9,600276,恒瑞醫藥　　　　,"104,920,523","58,444,005","163,364,528"
滬股通,2018-01-05,10,600660,福耀玻璃　　　　,"63,058,056","92,033,371","155,091,427"
港股通（滬),2018-01-05,1,01918,融創中國　　　　,"481,533,200","225,295,050","706,828,250"
港股通（滬),2018-01-05,2,02318,中國平安　　　　,"208,193,700","355,855,700","564,049,400"
港股通（滬),2018-01-05,3,01336,新華保險　　　　,"195,639,255","301,780,295","497,419,550"
港股通（滬),2018-01-05,4,00700,騰訊控股　　　　,"172,466,040","259,333,460","431,799,500"
港股通（滬),2018-01-05,5,00939,建設銀行　　　　,"66,821,330","324,911,700","391,733,030"
港股通（滬),2018-01-05,6,00291,華潤啤酒　　　　,"186,426,400","181,421,300","367,847,700"
港股通（滬),2018-01-05,7,00966,中國太平　　　　,"227,181,270","105,084,880","332,266,150"
港股通（滬),2018-01-05,8,00386,中國石油化工股份,"247,684,140","74,992,620","322,676,760"
港股通（滬),2018-01-05,9,01357,美圖公司　　　　,"195,457,450","117,033,740","312,491,190"
港股通（滬),2018-01-05,10,00175,吉利汽車　　　　,"192,047,900","107,771,450","299,819,350"
深股通,2018-01-05,1,651,格力電器　　　　,"941,831,826","48,971,228","990,803,054"
深股通,2018-01-05,2,2415,海康威視　　　　,"381,377,914","85,032,425","466,410,339"
深股通,2018-01-05,3,333,美的集團　　　　,"228,202,458","226,663,515","454,865,973"
深股通,2018-01-05,4,2,萬科Ａ　　　　　,"144,300,249","130,930,230","275,230,479"
深股通,2018-01-05,5,725,京東方Ａ　　　　,"76,721,408","173,614,720","250,336,128"
深股通,2018-01-05,6,1,平安銀行　　　　,"124,686,187","74,306,231","198,992,418"
深股通,2018-01-05,7,858,五糧液　　　　　,"80,458,606","95,144,469","175,603,075"
深股通,2018-01-05,8,300015,愛爾眼科　　　　,"159,585,627","6,179,114","165,764,741"
深股通,2018-01-05,9,2008,大族激光　　　　,"87,196,588","58,853,273","146,049,861"
深股通,2018-01-05,10,568,瀘州老窖　　　　,"106,674,683","18,000,563","124,675,246"
港股通（深),2018-01-05,1,00700,騰訊控股　　　　,"119,751,500","276,854,100","396,605,600"
港股通（深),2018-01-05,2,01548,金斯瑞生物科技　,"175,879,300","183,132,900","359,012,200"
港股通（深),2018-01-05,3,01918,融創中國　　　　,"146,928,400","144,694,700","291,623,100"
港股通（深),2018-01-05,4,01357,美圖公司　　　　,"146,396,410","57,552,220","203,948,630"
港股通（深),2018-01-05,5,02202,萬科企業　　　　,"71,853,820","96,790,805","168,644,625"
港股通（深),2018-01-05,6,00763,中興通訊　　　　,"39,074,100","84,162,170","123,236,270"
港股通（深),2018-01-05,7,00981,中芯國際　　　　,"43,978,290","68,957,630","112,935,920"
港股通（深),2018-01-05,8,01088,中國神華　　　　,"99,019,400","4,674,475","103,693,875"
港股通（深),2018-01-05,9,00688,中國海外發展　　,"57,288,400","41,573,300","98,861,700"
港股通（深),2018-01-05,10,01171,兗州煤業股份　　,"84,371,660","6,469,280","90,840,940"
滬股通,2018-01-08,1,600519,貴州茅台　　　　,"266,697,735","468,253,591","734,951,326"
滬股通,2018-01-08,2,601318,中國平安　　　　,"199,078,719","254,318,325","453,397,044"
滬股通,2018-01-08,3,600048,保利地產　　　　,"130,734,081","177,663,308","308,397,389"
滬股通,2018-01-08,4,600887,伊利股份　　　　,"192,700,572","88,581,706","281,282,278"
滬股通,2018-01-08,5,600585,海螺水泥　　　　,"110,345,037","136,327,871","246,672,908"
滬股通,2018-01-08,6,600030,中信證券　　　　,"116,060,962","82,546,695","198,607,657"
滬股通,2018-01-08,7,601888,中國國旅　　　　,"84,621,228","113,828,164","198,449,392"
滬股通,2018-01-08,8,600660,福耀玻璃　　　　,"75,784,348","105,687,467","181,471,815"
滬股通,2018-01-08,9,600690,青島海爾　　　　,"120,128,712","61,188,482","181,317,194"
滬股通,2018-01-08,10,600019,寶鋼股份　　　　,"119,593,913","49,283,518","168,877,431"
港股通（滬),2018-01-08,1,01918,融創中國　　　　,"562,715,100","386,662,600","949,377,700"
港股通（滬),2018-01-08,2,00753,中國國航　　　　,"349,589,640","226,189,240","575,778,880"
港股通（滬),2018-01-08,3,01088,中國神華　　　　,"273,003,275","249,179,200","522,182,475"
港股通（滬),2018-01-08,4,01336,新華保險　　　　,"231,066,270","262,142,635","493,208,905"
港股通（滬),2018-01-08,5,02333,長城汽車　　　　,"364,337,085","127,787,570","492,124,655"
港股通（滬),2018-01-08,6,01055,中國南方航空股份,"199,499,480","241,003,400","440,502,880"
港股通（滬),2018-01-08,7,00670,中國東方航空股份,"288,949,560","133,785,900","422,735,460"
港股通（滬),2018-01-08,8,00700,騰訊控股　　　　,"264,316,000","144,527,080","408,843,080"
港股通（滬),2018-01-08,9,01658,郵儲銀行　　　　,"348,364,180","7,942,310","356,306,490"
港股通（滬),2018-01-08,10,00939,建設銀行　　　　,"117,480,590","224,520,165","342,000,755"
深股通,2018-01-08,1,333,美的集團　　　　,"468,003,189","238,797,974","706,801,163"
深股通,2018-01-08,2,651,格力電器　　　　,"502,676,252","40,576,910","543,253,162"
深股通,2018-01-08,3,2415,海康威視　　　　,"348,781,309","122,287,802","471,069,111"
深股通,2018-01-08,4,858,五糧液　　　　　,"175,458,251","135,253,040","310,711,291"
深股通,2018-01-08,5,2,萬科Ａ　　　　　,"133,815,468","145,605,905","279,421,373"
深股通,2018-01-08,6,725,京東方Ａ　　　　,"95,490,388","149,205,992","244,696,380"
深股通,2018-01-08,7,1,平安銀行　　　　,"59,776,691","78,708,808","138,485,499"
深股通,2018-01-08,8,568,瀘州老窖　　　　,"79,050,918","46,932,560","125,983,478"
深股通,2018-01-08,9,2583,海能達　　　　　,"16,482,981","106,942,424","123,425,405"
深股通,2018-01-08,10,2008,大族激光　　　　,"82,000,703","32,780,410","114,781,113"
港股通（深),2018-01-08,1,01548,金斯瑞生物科技　,"156,663,100","177,864,800","334,527,900"
港股通（深),2018-01-08,2,01918,融創中國　　　　,"97,344,350","169,875,750","267,220,100"
港股通（深),2018-01-08,3,02202,萬科企業　　　　,"88,199,720","126,814,555","215,014,275"
港股通（深),2018-01-08,4,00700,騰訊控股　　　　,"80,433,740","94,244,100","174,677,840"
港股通（深),2018-01-08,5,01055,中國南方航空股份,"82,676,000","71,833,300","154,509,300"
港股通（深),2018-01-08,6,01171,兗州煤業股份　　,"91,696,080","55,270,520","146,966,600"
港股通（深),2018-01-08,7,00688,中國海外發展　　,"139,733,900","873,000","140,606,900"
港股通（深),2018-01-08,8,01766,中國中車　　　　,"15,577,800","114,561,408","130,139,208"
港股通（深),2018-01-08,9,00966,中國太平　　　　,"119,798,650","9,350,780","129,149,430"
港股通（深),2018-01-08,10,01030,新城發展控股　　,"58,469,520","59,034,620","117,504,140"
滬股通,2018-01-09,1,600519,貴州茅台　　　　,"614,495,491","469,376,238","1,083,871,729"
滬股通,2018-01-09,2,601318,中國平安　　　　,"373,160,319","203,027,281","576,187,600"
滬股通,2018-01-09,3,600887,伊利股份　　　　,"266,832,025","85,667,519","352,499,544"
滬股通,2018-01-09,4,601006,大秦鐵路　　　　,"279,449,533","20,416,182","299,865,715"
滬股通,2018-01-09,5,600009,上海機場　　　　,"157,181,861","77,126,724","234,308,585"
滬股通,2018-01-09,6,600276,恒瑞醫藥　　　　,"121,735,953","100,395,395","222,131,348"
滬股通,2018-01-09,7,600048,保利地產　　　　,"122,205,697","80,541,462","202,747,159"
滬股通,2018-01-09,8,601888,中國國旅　　　　,"85,018,203","55,519,867","140,538,070"
滬股通,2018-01-09,9,600019,寶鋼股份　　　　,"64,180,674","75,330,549","139,511,223"
滬股通,2018-01-09,10,600030,中信證券　　　　,"74,221,616","56,091,904","130,313,520"
港股通（滬),2018-01-09,1,00700,騰訊控股　　　　,"615,690,780","135,933,920","751,624,700"
港股通（滬),2018-01-09,2,00005,匯豐控股　　　　,"749,073,520","1,130,020","750,203,540"
港股通（滬),2018-01-09,3,00175,吉利汽車　　　　,"116,264,950","325,118,950","441,383,900"
港股通（滬),2018-01-09,4,00753,中國國航　　　　,"185,504,000","153,185,400","338,689,400"
港股通（滬),2018-01-09,5,00388,香港交易所　　　,"212,334,420","125,115,360","337,449,780"
港股通（滬),2018-01-09,6,00998,中信銀行　　　　,"210,512,310","91,313,360","301,825,670"
港股通（滬),2018-01-09,7,01171,兗州煤業股份　　,"209,160,720","76,467,840","285,628,560"
港股通（滬),2018-01-09,8,01918,融創中國　　　　,"151,206,300","115,922,840","267,129,140"
港股通（滬),2018-01-09,9,01336,新華保險　　　　,"145,875,465","91,744,105","237,619,570"
港股通（滬),2018-01-09,10,00939,建設銀行　　　　,"22,434,440","205,211,160","227,645,600"
深股通,2018-01-09,1,333,美的集團　　　　,"502,893,577","114,022,111","616,915,688"
深股通,2018-01-09,2,858,五糧液　　　　　,"278,794,553","152,283,224","431,077,777"
深股通,2018-01-09,3,2415,海康威視　　　　,"289,013,069","84,015,563","373,028,632"
深股通,2018-01-09,4,725,京東方Ａ　　　　,"177,869,531","164,711,963","342,581,494"
深股通,2018-01-09,5,651,格力電器　　　　,"214,519,667","76,574,294","291,093,961"
深股通,2018-01-09,6,2,萬科Ａ　　　　　,"158,669,913","82,324,562","240,994,475"
深股通,2018-01-09,7,2008,大族激光　　　　,"174,614,214","57,193,327","231,807,541"
深股通,2018-01-09,8,2304,洋河股份　　　　,"76,802,673","116,369,933","193,172,606"
深股通,2018-01-09,9,418,小天鵝Ａ　　　　,"155,491,878","18,461,544","173,953,422"
深股通,2018-01-09,10,1,平安銀行　　　　,"49,773,576","67,247,741","117,021,317"
港股通（深),2018-01-09,1,00700,騰訊控股　　　　,"353,637,280","78,131,960","431,769,240"
港股通（深),2018-01-09,2,00175,吉利汽車　　　　,"82,998,900","129,308,150","212,307,050"
港股通（深),2018-01-09,3,01548,金斯瑞生物科技　,"120,891,100","82,836,600","203,727,700"
港股通（深),2018-01-09,4,01918,融創中國　　　　,"50,401,950","143,904,500","194,306,450"
港股通（深),2018-01-09,5,01171,兗州煤業股份　　,"104,492,160","17,525,920","122,018,080"
港股通（深),2018-01-09,6,00388,香港交易所　　　,"102,027,040","14,974,900","117,001,940"
港股通（深),2018-01-09,7,00763,中興通訊　　　　,"65,328,030","50,972,060","116,300,090"
港股通（深),2018-01-09,8,00688,中國海外發展　　,"35,780,000","73,756,000","109,536,000"
港股通（深),2018-01-09,9,01357,美圖公司　　　　,"43,685,160","62,766,620","106,451,780"
港股通（深),2018-01-09,10,01030,新城發展控股　　,"40,803,940","60,838,600","101,642,540"
滬股通,2018-01-10,1,600519,貴州茅台　　　　,"359,752,655","384,127,647","743,880,302"
滬股通,2018-01-10,2,601318,中國平安　　　　,"288,900,803","224,436,322","513,337,125"
滬股通,2018-01-10,3,600887,伊利股份　　　　,"145,729,782","201,169,260","346,899,042"
滬股通,2018-01-10,4,600104,上汽集團　　　　,"246,303,834","86,593,436","332,897,270"
滬股通,2018-01-10,5,600036,招商銀行　　　　,"192,856,321","135,430,847","328,287,168"
滬股通,2018-01-10,6,603993,洛陽鉬業　　　　,"301,218,242","22,086,353","323,304,595"
滬股通,2018-01-10,7,601166,興業銀行　　　　,"158,075,857","141,827,366","299,903,223"
滬股通,2018-01-10,8,600276,恒瑞醫藥　　　　,"163,527,379","120,726,163","284,253,542"
滬股通,2018-01-10,9,601398,工商銀行　　　　,"209,086,694","47,749,169","256,835,863"
滬股通,2018-01-10,10,600690,青島海爾　　　　,"161,456,733","52,914,438","214,371,171"
港股通（滬),2018-01-10,1,00005,匯豐控股　　　　,"2,322,021,100","37,151,771","2,359,172,871"
港股通（滬),2018-01-10,2,00700,騰訊控股　　　　,"367,035,720","136,224,240","503,259,960"
港股通（滬),2018-01-10,3,00998,中信銀行　　　　,"215,412,730","226,743,880","442,156,610"
港股通（滬),2018-01-10,4,01398,工商銀行　　　　,"260,066,720","109,641,620","369,708,340"
港股通（滬),2018-01-10,5,02333,長城汽車　　　　,"234,173,760","117,817,545","351,991,305"
港股通（滬),2018-01-10,6,02601,中國太保　　　　,"75,689,920","272,131,150","347,821,070"
港股通（滬),2018-01-10,7,00857,中國石油股份　　,"310,312,400","25,392,620","335,705,020"
港股通（滬),2018-01-10,8,03968,招商銀行　　　　,"273,528,575","59,881,850","333,410,425"
港股通（滬),2018-01-10,9,00939,建設銀行　　　　,"112,964,270","205,122,903","318,087,173"
港股通（滬),2018-01-10,10,02318,中國平安　　　　,"61,839,275","249,838,600","311,677,875"
深股通,2018-01-10,1,651,格力電器　　　　,"370,617,263","359,096,242","729,713,505"
深股通,2018-01-10,2,333,美的集團　　　　,"204,606,472","305,465,897","510,072,369"
深股通,2018-01-10,3,2415,海康威視　　　　,"377,074,483","130,921,760","507,996,243"
深股通,2018-01-10,4,858,五糧液　　　　　,"163,818,426","247,873,136","411,691,562"
深股通,2018-01-10,5,2304,洋河股份　　　　,"92,075,186","244,947,099","337,022,285"
深股通,2018-01-10,6,725,京東方Ａ　　　　,"163,738,782","142,402,525","306,141,307"
深股通,2018-01-10,7,2008,大族激光　　　　,"191,049,150","57,722,616","248,771,766"
深股通,2018-01-10,8,2,萬科Ａ　　　　　,"97,300,358","88,065,932","185,366,290"
深股通,2018-01-10,9,1,平安銀行　　　　,"84,305,370","84,529,884","168,835,254"
深股通,2018-01-10,10,2583,海能達　　　　　,"88,754,781","42,521,842","131,276,623"
港股通（深),2018-01-10,1,01548,金斯瑞生物科技　,"251,280,700","302,286,500","553,567,200"
港股通（深),2018-01-10,2,00700,騰訊控股　　　　,"149,270,020","144,547,880","293,817,900"
港股通（深),2018-01-10,3,01918,融創中國　　　　,"60,828,150","208,153,000","268,981,150"
港股通（深),2018-01-10,4,01336,新華保險　　　　,"12,660,180","133,318,960","145,979,140"
港股通（深),2018-01-10,5,00763,中興通訊　　　　,"72,650,410","56,921,410","129,571,820"
港股通（深),2018-01-10,6,02007,碧桂園　　　　　,"49,594,960","65,784,600","115,379,560"
港股通（深),2018-01-10,7,01171,兗州煤業股份　　,"91,243,080","16,517,880","107,760,960"
港股通（深),2018-01-10,8,01357,美圖公司　　　　,"75,011,350","30,877,910","105,889,260"
港股通（深),2018-01-10,9,01055,中國南方航空股份,"44,909,340","58,062,880","102,972,220"
港股通（深),2018-01-10,10,02333,長城汽車　　　　,"31,580,600","55,665,660","87,246,260"
滬股通,2018-01-11,1,600519,貴州茅台　　　　,"252,992,001","859,413,290","1,112,405,291"
滬股通,2018-01-11,2,603993,洛陽鉬業　　　　,"590,093,574","22,875,467","612,969,041"
滬股通,2018-01-11,3,601318,中國平安　　　　,"138,283,288","410,844,387","549,127,675"
滬股通,2018-01-11,4,600585,海螺水泥　　　　,"160,858,432","125,459,352","286,317,784"
滬股通,2018-01-11,5,600690,青島海爾　　　　,"178,586,688","53,633,375","232,220,063"
滬股通,2018-01-11,6,600887,伊利股份　　　　,"96,233,041","120,640,210","216,873,251"
滬股通,2018-01-11,7,600276,恒瑞醫藥　　　　,"94,891,050","99,331,882","194,222,932"
滬股通,2018-01-11,8,601888,中國國旅　　　　,"65,297,130","92,526,990","157,824,120"
滬股通,2018-01-11,9,601166,興業銀行　　　　,"75,044,005","73,394,686","148,438,691"
滬股通,2018-01-11,10,601288,農業銀行　　　　,"66,825,810","81,540,204","148,366,014"
港股通（滬),2018-01-11,1,00700,騰訊控股　　　　,"438,313,980","443,903,580","882,217,560"
港股通（滬),2018-01-11,2,00939,建設銀行　　　　,"98,364,460","501,196,480","599,560,940"
港股通（滬),2018-01-11,3,00998,中信銀行　　　　,"459,599,510","137,967,731","597,567,241"
